;0;1;Match id;Authors;year;title;list_of_dublication;F_D;comment
754;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Fuhrel, A., & Kalichman, S. C. (2006). Biological, social and psychological risk factors for HIV infection. In M. P. Bermúdez & G. Buela-Casal (Eds.), Recent Advances in HIV Infection Research (pp. 67-108). New York: Nova Science.;null;Fuhrel, A., & Kalichman, S. C.;2006;Biological, social and psychological risk factors for HIV infection;null;;
1164;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200930319-1177#S#0002716209337886.txt;Oren, Tasha. 2003. Domesticated dads and double-shift moms: Real life and ideal life in 1950’s domestic comedy. Cercles 8:78-90.;null;Oren, Tasha;2003;Domesticated dads and double-shift moms: Real life and ideal life in 1950’s domestic comedy;null;;
676;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Apter, M. J. (1992) The Dangerous Edge: The Psychology of Excitement. New York: The Free Press.;fis-bildung-221930;Apter, M. J.;1992;The Dangerous Edge: The Psychology of Excitement;['fis-bildung-221930'];;
302;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200948117-1111#S#j#P#1467-9531#P#2009#P#01222#P#x.txt;Sørensen, JesperB., and Olav Sorenson. 2007. “CorporateDemography and Income Inequality.” American Sociological Review 72:766–83.;csa-sa-200805755;"Sørensen, Jesper B.; Sorenson, Olav";2007;Corporate Demography and Income Inequality;[u'gesis-bib-75465', u'csa-ps-200807228', u'csa-sa-200805755', u'csa-assia-200805211'];;
0;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200710322-1177#S#1077801206295125.txt;?Berg, D. R. (1993). The use of rape-specific empathy induction on rape education for college men: A theoretical and empirical examination. Unpublished master’s thesis, University of Illinois, Urbana–Champaign.;null;?Berg, D. R.;1993; The use of rape-specific empathy induction on rape education for college men: A theoretical and empirical examination;null;;
287;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200948117-1111#S#j#P#1467-9531#P#2009#P#01222#P#x.txt;Kling, Jeffrey R. 2006. “Incarceration Length, Employment, and Earnings.” American Economic Review 96:863–76.;iab-litdok-K060817F35;Kling, Jeffrey R.;2006;Incarceration Length, Employment, and Earnings;['iab-litdok-K060817F35'];;
371;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Dreher, Axel, and Nathan M. Jensen. 2007. “Independent Actor or Agent? An Empirical Analysis of the Impact of U.S. Interests on International Monetary Fund Conditions.” Journal of Law and Economics 50, no. 1: 105–24.;null;"Dreher, Axel; Jensen, Nathan M.";2007;Independent Actor or Agent? An Empirical Analysis of the Impact of U.S. Interests on International Monetary Fund Conditions.;null;;
584;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Smith-Lovin, L., & Robinson, D. T. (1991). Gender and conversational dynamics. In C. L. Ridgeway (Ed.), Gender, interaction, and inequality (pp. 208-231).NewYork: Springer-Verlag.;null;"Smith-Lovin, L.; Robinson, D. T.";1991;Gender and conversational dynamics;null;;
1299;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Breuer, Franz (1991). Wissenschaftstheorie für Psychologen. Eine Einführung (5. verbesserte Auflage). Münster: Aschendorff. Breuer, Franz (Hg.) (in Druck). Qualitative Forschung in der Psychologie. Köln: Westdeutscher Verlag.;gesis-ssoar-965;Breuer, Franz;1991;Wissenschaftstheorie für Psychologen. Eine Einführung;['gesis-ssoar-965'];;double line 206
112;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200723880-1177#S#0044118X06295051.txt;Rich, M., & Ginsburg, K. R. (1999). The reason and rhyme of qualitative research: Why, when, and how to use qualitative methods in the study of adolescent health. Journal of Adolescent Health, 25, 371-378.;csa-sa-200012778;"Rich, M.; Ginsburg, K. R.";1999;The reason and rhyme of qualitative research: Why, when, and how to use qualitative methods in the study of adolescent health;[u'csa-assia-146174', u'csa-sa-200012778', u'csa-ssa-200003933'];;
65;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200719289-1177#S#0730888405285295.txt;Lin, N. (2003). The invisible hand of social capital. Unpublished manuscript.;null;Lin, N.;2003;The invisible hand of social capital;null;;
350;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Andersen, Thomas Barnebeck, Henrik Hansen, and Thomas Markussen. 2006. “US Politics and World Bank ida-Lending.” Journal of Development Studies 42, no. 5: 772–94.;csa-ps-200702420;"Andersen, Thomas Barnebeck; Hansen, Henrik; Markussen, Thomas";2006;US Politics and World Bank ida-Lending;[u'csa-ps-200702420', u'bszbw-wao-387502661', u'csa-sa-200703266'];;
202;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Dawson, P., & Buchanan, D. (2005). The way it really happened: Competing narratives in the political process of technological change. Human Relations, 58, 845-865.;null;"Dawson, P.; Buchanan, D.";2005;The way it really happened: Competing narratives in the political process of technological change;null;;
1012;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-10125244-1177#S#101053950301500109.txt;"Lerman C, Rimer B, Trock eBt, al. Factors associated with repeated adherence to breast cancer screening. Prev Med 1990; 19: 279-90.";null;"Lerman, C.; Rimer, B.; Trock, B.";1990;Factors associated with repeated adherence to breast cancer screening;null;;
119;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200814418-1177#S#1468794107085297.txt;?Barter, C. and Renold, E. (2003) ‘Dilemmas of Control: Methodological Implications and Reflections of Foregrounding Children’s Perspectives on Violence’, in M.L. Raymond and E.A. Stanko (eds) Researching Violence. London & New York: Routledge.;null;"?Barter, C.; Renold, E.";2003;Dilemmas of Control: Methodological Implications and Reflections of Foregrounding Children’s Perspectives on Violence;null;;
1048;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;"Beynnon BD, Ettlinger CF, Johnson RJ. Epidemiology and mechanisms of ACL injury in alpine skiing. In: Hewett TE, Shultz SJ, Griffin LY, eds. Understanding and Preventing Noncontact ACL Injuries. Champaign: Human Kinetics; 2007:183-188.";null;"Beynnon, B. D.; Ettlinger, C. F.; Johnson, R. J.";2007;Epidemiology and mechanisms of ACL injury in alpine skiing;null;;double line 210
698;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Galvani, M. and Palma, J. (2005) ‘La hinchada de uniforme’, in P. Alabarces (ed.) Hinchadas, pp. 161–82. Buenos Aires: Prometeo.;null;"Galvani, M.; Palma, J.";2005;La hinchada de uniforme;null;;
960;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2010-604597-1177#S#0094582X10372514.txt;Gordon, Gretchen and Aaron Luoma 2009 “Oil and gas: the elusive wealth beneath their feet,” pp. 77–114 in Jim Shultz and Melissa Crane Draper (eds.), Dignity and Defiance: Stories from Bolivia’s Challenge to Globalization. Berkeley: University of California Press.;null;"Gordon, Gretchen; Luoma, Aaron";2009;Oil and gas: the elusive wealth beneath their feet;null;;
490;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200830995-1057#S#eps#P#2008#P#24.txt;Weiler, J.H. (1995) ‘Does Europe need a constitution? Reflections on demos, telos and the German Maastricht decision’, European Law Journal 1(3): 219–258.;;;;;;;
514;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Driskell, J. E., Olmstead, B.,&Salas, E. (1993). Task cues, dominance cues and influence in small groups. Journal of Applied Psychology, 78, 51-60.;;;;;;;
121;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200814418-1177#S#1468794107085297.txt;Brison, S. (2003) Aftermath: Violence and the Remaking of the Self. Princeton, NJ & Woodstock: Princeton University Press.;;;;;;;
154;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200814418-1177#S#1468794107085297.txt;Soilevuo-Grønnerød, J. (2004) ‘On the Meanings and Uses of Laughter in Research;;;;;;;
1284;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;"Aschermann, Gertraud; Jüttemann, Gerd; Legewie, Heiner; Mruck, Katja & Spohr, Birgit (1989). Jugendarbeitslosigkeit und lokale Identität - vorläufige Ergebnisse. Forschungsberichte aus dem Institut für Psychologie der TU Berlin, 1/89.";;;;;;;
992;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-10125244-1177#S#101053950301500109.txt;"Advisory Committee on Cancer Prevention. Position Paper. Recommendations on cancer screening in the European Union. Eur J Cancer 2000; 36: 1473-8.";;;;;;;
501;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Bradley, P. H. (1980). Sex, competence, and opinion deviation: An expectation states approach. Communication Monographs, 47, 101-110.;;;;;;;
358;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Bueno de Mesquita, Bruce, and Alastair Smith. 2007. “Foreign Aid and Policy Concessions.” Journal of Conflict Resolution 51, no. 2: 251–84.;;;;;;;
537;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Kanter, R. M. (1977a). Some effects of proportions in group life: Skewed sex ratios and responses to token women. American Journal of Sociology, 82, 965-990.;;;;;;;
379;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Freytag, Andreas, and Gernot Pehnelt. 2009. “Debt Relief and Governance Quality in Developing Countries.” World Development 37, no. 1: 62–80.;;;;;;;
66;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200719289-1177#S#0730888405285295.txt;Malm, F. T. (1954). Recruiting patterns and functioning of labor markets. Industrial and Labor Relations Review, 7, 507-525.;;;;;;;
377;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Fleck, Robert K., and Christopher Kilby. 2006. “World Bank Independence: A Model and Statistical Analysis of US Influence.” Review of Development Economics 10, no. 2: 224–40.;;;;;;;
688;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Duke, V. and Crolley, L. (1996) ‘Football Spectator Behaviour in Argentina: A Case of Separate Evolution’, Sociological Review 44(3): 272–93.;;;;;;;
643;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043149-1177#S#0265407510361729.txt;Goffman, E. (1959). The presentation of self in everyday life. Oxford, England: Doubleday.;;;;;;;
1208;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-201024949-1177#S#0002764210368081.txt;Leone, K. C. (1997). No team, no peace: Franchise free agency in the National Football League. Columbia Law Review, 97(2), 473–523.;;;;;;;
1313;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Fleck, Ludwik (1935a/1983). Über die wissenschaftliche Beobachtung und die Wahrnehmung im allgemeinen. In ders., Erfahrung und Tatsache. Gesammelte Aufsätze (S.59-83) (hrsg. von Lothar Schäfer & Thomas Schnelle). Frankfurt/M.: Suhrkamp.;;;;;;;
418;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pei-15070572-1177#S#0363546510393943.txt;"?1. Clippinger K. Biomechanical consideration in turnout. In: Solomon R, Solomon J, Minton S, eds. Preventing Dance Injuries. 2nd ed. Champaign, IL: Human Kinetics; 2005:138-140.";;;;;;;
538;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Kanter, R. M. (1977b). Men and women of the corporation. New York: Basic Books.;;;;;;;
109;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200723880-1177#S#0044118X06295051.txt;Raymore, L., Godbey, G., & Crawford, D. (1994). Self-esteem, gender, and socioeconomic status: Their relation to perceptions of constraints on leisure among adolescents. Journal of Leisure Research, 26, 99-118.;;;;;;;
705;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;King, A. (1995) ‘Outline of a Practical Theory of Football Violence’, Sociology 29(4): 635–41.;;;;;;;
810;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Andresen, J. T. (1990) Linguistics in America: 1769–1924, a Critical History. London: Routledge.;;;;;;;
850;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Grognet, A. G. (1973) ‘United States Current Resources in Linguistics’, in T. Sebeok (ed.) Current Trends in Linguistics – Linguistics in North America. The Hague: Mouton, pp. 1445–519.;;;;;;;
199;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Cooperrider, D. L., Whitney, D., & Stavros, J. M. (2008). Appreciative inquiry handbook (2nd ed.). Brunswick, OH: Crown.;;;;;;;
335;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\201014166-1177#S#1077800409350695.txt;Saunders, S. E. R., & Hill, S. M. (2007). Native education and inclassroom coalition-building: Factors and models in delivering an equitous authentic education. Canadian Journal of Education, 30, 1015-1045.;;;;;;;
1227;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-201024949-1177#S#0002764210368081.txt;Turner, R. S., & Marichal, J. F. (1998). Exploring politics on the sports page: The role of local media in sports stadium developments. Policy Studies Review, 15(1), 31–44.;;;;;;;
180;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Bennis, W. G. (1969). Organization development: Its nature, origins, and prospects. Reading, MA: Addison- Wesley.;;;;;;;
191;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Bushe, G. R. (2009). Clear leadership: Sustaining real collaboration and partnership at work (2nd ed.). Palo Alto, CA: Davies-Black. Bushe, G. R. (in press). Generativity and the transformational potential of appreciative inquiry. In D. Zandee, D. L. Cooperrider, & M. Avital (Eds.), Organizational generativity: Advances in appreciative inquiry (Vol. 3). Bingley, UK: Emerald Publishing Group.;;;;;;;
1063;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;"Hewett TE, Myer GD, Ford KR, et al. Biomechanical measures of neuromuscular control and valgus loading of the knee predict anterior cruciate ligament injury risk in female athletes: a prospective study. Am J Sports Med. 2005;33(4):492-501.";;;;;;;
281;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200948117-1111#S#j#P#1467-9531#P#2009#P#01222#P#x.txt;Edwards, JodeW., and Jean-Luc Jannink. 2006. “BayesianModelling of Heterogeneous Error and Genotypic × Environment Interaction Variables.” Crop Breeding Genetics and Cytology 46:820–33.;;;;;;;
573;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Ridgeway, C. L. (1987). Nonverbal behavior, dominance, and the basis of status in task groups. American Sociological Review, 52, 683-694.;;;;;;;
577;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Roger, D. B. (1989). Experimental studies of turn-taking behavior. In D. Roger & P. Bull(Eds.), Conversation: An interdisciplinary perspective (pp. 75-95). Philadelphia: Multilingual Matters.;;;;;;;
346;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\201016508-1177#S#1468794109348687.txt;Tesch, R. (1990) Qualitative Research: Analysis Types and Software Tools. New York: Falmer Press.;;;;;;;
637;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043149-1177#S#0265407510361729.txt;Fields, J. (2001). Living arrangements of children: Fall 1996. Current Population Reports, P70–74.Washington DC: U.S. Census Bureau.;;;;;;;
80;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200720835-1177#S#0263276406065112.txt;Milbank, J. (1993) Theology and Social Theory: Beyond Secular Reason. Oxford: Blackwell.;;;;;;;
635;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043149-1177#S#0265407510361729.txt;Ebaugh, H. (1988). Becoming an ex:The process of role exit. Chicago: University of Chicago Press.;;;;;;;
772;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Kalichman, S. C., & Rompa, D. (1995). Sexual sensation seeking and sexual compulsivity scales: Reliability, validity and predicting HIV risk behaviour. Journal of Personality Assessment, 65, 586-601.;;;;;;;
388;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Knack, Steve, and Philip Keefer. 1995. “Institutions and Economic Performance: Cross-Country Tests Using Alternative Institutional Measures.” Economics and Politics 7, no. 3: 207–27.;;;;;;;
1288;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Bochumer Arbeitsgruppe für Sozialen Konstruktivismus und Wirklichkeitsprüfung (1990). Kritik der herkömmlichen Psychologie in 176 Thesen. Fakultät für Psychologie der Ruhr-Universität Bochum, Arbeitspapier Nr. 1.;;;;;;;
253;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Schein, E. H. (1992). Organizational culture and leadership (2nd ed.). San Francisco: Jossey-Bass.;;;;;;;
325;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\201014166-1177#S#1077800409350695.txt;Kavanagh, B. (2006). Teaching in a First Nations school: An information handbook for teachers new to First Nations schools. Vancouver, British Columbia: First Nations Schools Association.;;;;;;;
260;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Stacey, R. D. (2007). Complexity and group processes. London: Brunner-Routledge.;;;;;;;
697;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Festinger, L. (1957) A Theory of Cognitive Dissonance. Evanston, IL: Row, Peterson.;;;;;;;
1007;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-10125244-1177#S#101053950301500109.txt;"Fuchs CS, Giovannucci EL, Colditz GeAt, al. A prospective study of family history and the risk of colorectal cancer. New Engl J Med 1994; 331: 1669-74.";;;;;;;
130;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200814418-1177#S#1468794107085297.txt;Honkatukia, P. (1999) ‘Gender, Social Identity, and Delinquent Behaviour’, Retfaerd 22(3): 41–50.;;;;;;;
508;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Chase, S. E., & Bell, C. S. (1990). Ideology, discourse and gender: How gatekeepers talk about women in a male dominated occupation. Social Problems, 37, 163-177.;;;;;;;
694;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Elias, N. (2000) The Civilizing Process: Sociogenetic and Psychogenetic Investigations. London: Blackwell. (Orig. pub. 1939.);;;;;;;
787;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Nyamathi, A. M., Stein, J. A., & Swanson, J. M. (2000). Personal, cognitive, behavioral, and demographic predictors of HIV testing and STDs in homeless women. Journal of Behavioral Medicine, 23, 123-147.;;;;;;;
563;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Mitchell, R. (1986). Team building by disclosure of internal frames of reference. Journal of Applied Behavioral Science, 22(1), 15-28.;;;;;;;
253;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Schein, E. H. (1992). Organizational culture and leadership (2nd ed.). San Francisco: Jossey-Bass.;;;;;;;
29;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200710322-1177#S#1077801206295125.txt;Ryan, K. M., & Kanjorski, J. (1998). The enjoyment of sexist humor, rape attitudes, and relationship aggression in college students. Sex Roles, 38, 743-756.;;;;;;;
179;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Beckhard, R. (1969). Organization development: Strategies and models. Reading, MA: Addison-Wesley.;;;;;;;
760;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Gullete, D. L., & Lyons, M. A. (2005). Sexual sensation seeking, compulsivity and HIV risk behaviors in college students. Journal of Community Health Nursing, 22, 47-60.;;;;;;;
1332;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Hopf, Christel (1978). Die Pseudo-Exploration - Überlegungen zur Technik qualitativer Interviews in der Sozialforschung. Zeitschrift für Soziologie, 7/2, 97-115.;;;;;;;
1159;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200930319-1177#S#0002716209337886.txt;Lichter, Robert, Linda Lichter, and Stanley Rothman. 1986. The politics of the American dream–From Lucy to Lacey: TV’s dream girls. Public Opinion 9 (3): 16-19.;;;;;;;
270;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200948117-1111#S#j#P#1467-9531#P#2009#P#01222#P#x.txt;Aitkin, Murray. 1987. “Modelling Variance Heterogeneity in Normal Regression Using GLIM.” Applied Statistics 36:332–39.;;;;;;;
865;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Hutchins, W. J. (1986) Machine Translation: Past, Present and Future. New York: Ellis Horwood.;;;;;;;
230;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Marshak, R. J. (2005). Contemporary challenges to the philosophy and practice of organization development.;;;;;;;
1159;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200930319-1177#S#0002716209337886.txt;Lichter, Robert, Linda Lichter, and Stanley Rothman. 1986. The politics of the American dream–From Lucy to Lacey: TV’s dream girls. Public Opinion 9 (3): 16-19.;;;;;;;
816;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Bloomfield, L. (1927) ‘On Recent Work in General Linguistics’, Modern Philology 25: 211–30.;;;;;;;
