new_id,ref_id,sowi_id,sourcefile,ref_text_x,ref_text_y,ref_seg,ref_seg_dic
f1_605157,605157,,52015,"Neuberger, O. (1990): Der Mensch ist Mittelpunkt. Der Mensch ist Mittel. Punkt. 8 Thesen zum Personalwesen. In: Personalführung, Heft 1, S. 3–10.","Neuberger, O. (1990): Der Mensch ist Mittelpunkt. Der Mensch ist Mittel. Punkt. 8 Thesen zum Personalwesen. In: Personalführung, Heft 1, S. 3–10.","<author><surname prob=""0.9967"">Neuberger</surname>, <given-names prob=""0.9990"">O.</given-names></author> (<year prob=""1.0000"">1990</year>): <title prob=""0.9994"">Der</title> <title prob=""0.9999"">Mensch</title> <title prob=""0.9997"">ist</title> <title prob=""0.9993"">Mittelpunkt.</title> <title prob=""0.9879"">Der</title> <title prob=""0.9898"">Mensch</title> <title prob=""0.9891"">ist</title> <title prob=""0.9850"">Mittel.</title> <title prob=""0.5710"">Punkt.</title> <title prob=""0.3789"">8</title> <title prob=""0.5794"">Thesen</title> <title prob=""0.6042"">zum</title> <title prob=""0.6158"">Personalwesen</title>. <other prob=""0.7183"">In</other>: <source prob=""0.9908"">Personalführung</source>, <source prob=""0.9388"">Heft</source> <volume prob=""0.8734"">1</volume>, S. <fpage prob=""0.9987"">3</fpage> - <lpage prob=""0.9987"">10</lpage>.","{""author"": [[{""score"": ""0.9967"", ""surname"": ""Neuberger""}, {""given-names"": ""O."", ""score"": ""0.9990""}]], ""year"": [{""score"": ""1.0000"", ""value"": ""1990""}], ""title"": [{""score"": ""0.9994"", ""value"": ""Der""}, {""score"": ""0.9999"", ""value"": ""Mensch""}, {""score"": ""0.9997"", ""value"": ""ist""}, {""score"": ""0.9993"", ""value"": ""Mittelpunkt.""}, {""score"": ""0.9879"", ""value"": ""Der""}, {""score"": ""0.9898"", ""value"": ""Mensch""}, {""score"": ""0.9891"", ""value"": ""ist""}, {""score"": ""0.9850"", ""value"": ""Mittel.""}, {""score"": ""0.5710"", ""value"": ""Punkt.""}, {""score"": ""0.3789"", ""value"": ""8""}, {""score"": ""0.5794"", ""value"": ""Thesen""}, {""score"": ""0.6042"", ""value"": ""zum""}, {""score"": ""0.6158"", ""value"": ""Personalwesen""}], ""other"": [{""score"": ""0.7183"", ""value"": ""In""}], ""source"": [{""score"": ""0.9908"", ""value"": ""Personalführung""}, {""score"": ""0.9388"", ""value"": ""Heft""}], ""volume"": [{""score"": ""0.8734"", ""value"": ""1""}], ""page"": [{""score"": ""0.9987"", ""value"": ""3""}, {""score"": ""0.9987"", ""value"": ""10""}]}"
f1_929470,929470,"['dza-gerolit-54463277X', 'dza-gerolit-54463277X', ' dza-gerolit-544676424', ' dzi-solit-0063439', ' gesis-solis-00156968']",32245,"Kortmann, Klaus: Kleinrenten, Niedrigeinkommen und Sozialhilfebedarf im Alter, in: Deutsche Rentenversicherung 5-6/1992, S. 337-362.","Kortmann, Klaus: Kleinrenten, Niedrigeinkommen und Sozialhilfebedarf im Alter, in: Deutsche Rentenversicherung 5-6/1992, S. 337-362.","<author><surname prob=""0.8564"">Kortmann</surname>, <given-names prob=""0.8632"">Klaus</given-names></author>: <title prob=""0.8832"">Kleinrenten,</title> <title prob=""0.8978"">Niedrigeinkommen</title> <title prob=""0.9761"">und</title> <title prob=""0.9793"">Sozialhilfebedarf</title> <title prob=""0.9812"">im</title> <title prob=""0.9791"">Alter</title>, in: <source prob=""0.9865"">Deutsche</source> <source prob=""0.9843"">Rentenversicherung</source> <source prob=""0.5759"">5-6/1992</source>, <source prob=""0.2554"">S</source>. <fpage prob=""0.9837"">337</fpage> - <lpage prob=""0.9837"">362</lpage>.","{""author"": [[{""score"": ""0.8564"", ""surname"": ""Kortmann""}, {""given-names"": ""Klaus"", ""score"": ""0.8632""}]], ""title"": [{""score"": ""0.8832"", ""value"": ""Kleinrenten,""}, {""score"": ""0.8978"", ""value"": ""Niedrigeinkommen""}, {""score"": ""0.9761"", ""value"": ""und""}, {""score"": ""0.9793"", ""value"": ""Sozialhilfebedarf""}, {""score"": ""0.9812"", ""value"": ""im""}, {""score"": ""0.9791"", ""value"": ""Alter""}], ""source"": [{""score"": ""0.9865"", ""value"": ""Deutsche""}, {""score"": ""0.9843"", ""value"": ""Rentenversicherung""}, {""score"": ""0.5759"", ""value"": ""5-6/1992""}, {""score"": ""0.2554"", ""value"": ""S""}], ""page"": [{""score"": ""0.9837"", ""value"": ""337""}, {""score"": ""0.9837"", ""value"": ""362""}]}"
f1_237507,237507,,34101,"Cummings, Jonathon N.; Butler, Brian; and Kraut, Robert (2002) The Quality of Online Social Relationships. Communications of the ACM 45 (7), 103-108.","Cummings, Jonathon N.; Butler, Brian; and Kraut, Robert (2002) The Quality of Online Social Relationships. Communications of the ACM 45 (7), 103-108.","<author><surname prob=""0.9942"">Cummings</surname>, <given-names prob=""0.9591"">Jonathon</given-names> <given-names prob=""0.9877"">N</given-names></author>.; <author><surname prob=""0.9973"">Butler</surname>, <given-names prob=""0.9606"">Brian</given-names></author>; and <author><surname prob=""0.9202"">Kraut</surname>, <given-names prob=""0.8464"">Robert</given-names></author> (<year prob=""0.9999"">2002</year>) <title prob=""0.9930"">The</title> <title prob=""0.9922"">Quality</title> <title prob=""0.9878"">of</title> <title prob=""0.9804"">Online</title> <title prob=""0.9639"">Social</title> <title prob=""0.9455"">Relationships</title>. <source prob=""0.9627"">Communications</source> <source prob=""0.9700"">of</source> <source prob=""0.9811"">the</source> <source prob=""0.9855"">ACM</source> <volume prob=""0.9859"">45</volume> (<issue prob=""0.8580"">7</issue>), <fpage prob=""0.9996"">103</fpage> - <lpage prob=""0.9996"">108</lpage>.","{""author"": [[{""score"": ""0.9942"", ""surname"": ""Cummings""}, {""given-names"": ""Jonathon"", ""score"": ""0.9591""}, {""given-names"": ""N"", ""score"": ""0.9877""}], [{""score"": ""0.9973"", ""surname"": ""Butler""}, {""given-names"": ""Brian"", ""score"": ""0.9606""}], [{""score"": ""0.9202"", ""surname"": ""Kraut""}, {""given-names"": ""Robert"", ""score"": ""0.8464""}]], ""year"": [{""score"": ""0.9999"", ""value"": ""2002""}], ""title"": [{""score"": ""0.9930"", ""value"": ""The""}, {""score"": ""0.9922"", ""value"": ""Quality""}, {""score"": ""0.9878"", ""value"": ""of""}, {""score"": ""0.9804"", ""value"": ""Online""}, {""score"": ""0.9639"", ""value"": ""Social""}, {""score"": ""0.9455"", ""value"": ""Relationships""}], ""source"": [{""score"": ""0.9627"", ""value"": ""Communications""}, {""score"": ""0.9700"", ""value"": ""of""}, {""score"": ""0.9811"", ""value"": ""the""}, {""score"": ""0.9855"", ""value"": ""ACM""}], ""volume"": [{""score"": ""0.9859"", ""value"": ""45""}], ""issue"": [{""score"": ""0.8580"", ""value"": ""7""}], ""page"": [{""score"": ""0.9996"", ""value"": ""103""}, {""score"": ""0.9996"", ""value"": ""108""}]}"
f1_637026,637026,,28448,"Statistisches Landesamt Sachsen-Anhalt (2007): 4. Regionalisierte Bevölkerungsprognose 2005–2025, abrufbar unter: http://www.statistik.sachsen-anhalt.de/bevoelkerung/prognose/ (06.01.2009).","Statistisches Landesamt Sachsen-Anhalt (2007): 4. Regionalisierte Bevölkerungsprognose 2005–2025, abrufbar unter: http://www.statistik.sachsen-anhalt.de/bevoelkerung/prognose/ (06.01.2009).","<editor prob=""0.4641"">Statistisches</editor> <editor prob=""0.4545"">Landesamt</editor> <editor prob=""0.4078"">Sachsen-Anhalt</editor> (<year prob=""0.9888"">2007</year>): <title prob=""0.9792"">4.</title> <title prob=""0.9603"">Regionalisierte</title> <title prob=""0.9578"">Bevölkerungsprognose</title> <title prob=""0.9516"">2005-2025,</title> <title prob=""0.8304"">abrufbar</title> <title prob=""0.6951"">unter</title>: <url prob=""0.9885"">http://www.statistik.sachsen-anhalt.de/bevoelkerung/prognose/</url> (<other prob=""0.8324"">06.01.2009</other>).","{""editor"": [{""score"": ""0.4641"", ""value"": ""Statistisches""}, {""score"": ""0.4545"", ""value"": ""Landesamt""}, {""score"": ""0.4078"", ""value"": ""Sachsen-Anhalt""}], ""year"": [{""score"": ""0.9888"", ""value"": ""2007""}], ""title"": [{""score"": ""0.9792"", ""value"": ""4.""}, {""score"": ""0.9603"", ""value"": ""Regionalisierte""}, {""score"": ""0.9578"", ""value"": ""Bevölkerungsprognose""}, {""score"": ""0.9516"", ""value"": ""2005-2025,""}, {""score"": ""0.8304"", ""value"": ""abrufbar""}, {""score"": ""0.6951"", ""value"": ""unter""}], ""url"": [{""score"": ""0.9885"", ""value"": ""http://www.statistik.sachsen-anhalt.de/bevoelkerung/prognose/""}], ""other"": [{""score"": ""0.8324"", ""value"": ""06.01.2009""}]}"
f1_1097912,1097912,,11045,"– , 1986, Eichmann in Jerusalem. Ein Bericht von der Banalität des Bösen. Mit einem Essay v. H. Mommsen, München/Zürich.","– , 1986, Eichmann in Jerusalem. Ein Bericht von der Banalität des Bösen. Mit einem Essay v. H. Mommsen, München/Zürich.","- , <year prob=""0.9796"">1986</year>, <title prob=""0.9770"">Eichmann</title> <title prob=""0.9880"">in</title> <title prob=""0.9898"">Jerusalem.</title> <title prob=""0.9834"">Ein</title> <title prob=""0.9856"">Bericht</title> <title prob=""0.9853"">von</title> <title prob=""0.9851"">der</title> <title prob=""0.9843"">Banalität</title> <title prob=""0.9812"">des</title> <title prob=""0.9776"">Bösen.</title> <title prob=""0.8159"">Mit</title> <title prob=""0.8126"">einem</title> <title prob=""0.8102"">Essay</title> <title prob=""0.7847"">v.</title> <title prob=""0.6247"">H.</title> <title prob=""0.3064"">Mommsen</title>, <other prob=""0.5021"">München/Zürich</other>.","{""year"": [{""score"": ""0.9796"", ""value"": ""1986""}], ""title"": [{""score"": ""0.9770"", ""value"": ""Eichmann""}, {""score"": ""0.9880"", ""value"": ""in""}, {""score"": ""0.9898"", ""value"": ""Jerusalem.""}, {""score"": ""0.9834"", ""value"": ""Ein""}, {""score"": ""0.9856"", ""value"": ""Bericht""}, {""score"": ""0.9853"", ""value"": ""von""}, {""score"": ""0.9851"", ""value"": ""der""}, {""score"": ""0.9843"", ""value"": ""Banalität""}, {""score"": ""0.9812"", ""value"": ""des""}, {""score"": ""0.9776"", ""value"": ""Bösen.""}, {""score"": ""0.8159"", ""value"": ""Mit""}, {""score"": ""0.8126"", ""value"": ""einem""}, {""score"": ""0.8102"", ""value"": ""Essay""}, {""score"": ""0.7847"", ""value"": ""v.""}, {""score"": ""0.6247"", ""value"": ""H.""}, {""score"": ""0.3064"", ""value"": ""Mommsen""}], ""other"": [{""score"": ""0.5021"", ""value"": ""München/Zürich""}]}"
f1_292450,292450,,13222,"Putnam, R.T., & Borko, H. (1997). Teacher learning: Implications of new views of cognition. In B.J. Biddle et al. (Eds.) International Handbook of Teachers and Teaching (pp. 1223- 1296). Dordrecht, Kluwer Academic Publishers.","Putnam, R.T., & Borko, H. (1997). Teacher learning: Implications of new views of cognition. In B.J. Biddle et al. (Eds.) International Handbook of Teachers and Teaching (pp. 1223- 1296). Dordrecht, Kluwer Academic Publishers.","<author><surname prob=""0.8653"">Putnam</surname>, <given-names prob=""0.8661"">R.T</given-names></author> &., <author><surname prob=""0.9788"">Borko</surname>, <given-names prob=""0.9950"">H.</given-names></author> (<year prob=""1.0000"">1997</year>). <title prob=""0.9786"">Teacher</title> <title prob=""0.9820"">learning:</title> <title prob=""0.9820"">Implications</title> <title prob=""0.9809"">of</title> <title prob=""0.9795"">new</title> <title prob=""0.9748"">views</title> <title prob=""0.9642"">of</title> <title prob=""0.9520"">cognition</title>. In <editor prob=""0.9780"">B.J</editor>. <editor prob=""0.9754"">Biddle</editor> <editor prob=""0.8431"">et</editor> <editor prob=""0.7356"">al</editor>. (Eds.) <source prob=""0.9931"">International</source> <source prob=""0.9960"">Handbook</source> <source prob=""0.9909"">of</source> <source prob=""0.9905"">Teachers</source> <source prob=""0.9844"">and</source> <source prob=""0.9641"">Teaching</source> (pp. <fpage prob=""0.9555"">1223</fpage> - <lpage prob=""0.9555"">1296</lpage>). <other prob=""0.8340"">Dordrecht</other>, <publisher prob=""0.9016"">Kluwer</publisher> <publisher prob=""0.9893"">Academic</publisher> <publisher prob=""0.9637"">Publishers</publisher>.","{""author"": [[{""score"": ""0.8653"", ""surname"": ""Putnam""}, {""given-names"": ""R.T"", ""score"": ""0.8661""}], [{""score"": ""0.9788"", ""surname"": ""Borko""}, {""given-names"": ""H."", ""score"": ""0.9950""}]], ""year"": [{""score"": ""1.0000"", ""value"": ""1997""}], ""title"": [{""score"": ""0.9786"", ""value"": ""Teacher""}, {""score"": ""0.9820"", ""value"": ""learning:""}, {""score"": ""0.9820"", ""value"": ""Implications""}, {""score"": ""0.9809"", ""value"": ""of""}, {""score"": ""0.9795"", ""value"": ""new""}, {""score"": ""0.9748"", ""value"": ""views""}, {""score"": ""0.9642"", ""value"": ""of""}, {""score"": ""0.9520"", ""value"": ""cognition""}], ""editor"": [{""score"": ""0.9780"", ""value"": ""B.J""}, {""score"": ""0.9754"", ""value"": ""Biddle""}, {""score"": ""0.8431"", ""value"": ""et""}, {""score"": ""0.7356"", ""value"": ""al""}], ""source"": [{""score"": ""0.9931"", ""value"": ""International""}, {""score"": ""0.9960"", ""value"": ""Handbook""}, {""score"": ""0.9909"", ""value"": ""of""}, {""score"": ""0.9905"", ""value"": ""Teachers""}, {""score"": ""0.9844"", ""value"": ""and""}, {""score"": ""0.9641"", ""value"": ""Teaching""}], ""page"": [{""score"": ""0.9555"", ""value"": ""1223""}, {""score"": ""0.9555"", ""value"": ""1296""}], ""other"": [{""score"": ""0.8340"", ""value"": ""Dordrecht""}], ""publisher"": [{""score"": ""0.9016"", ""value"": ""Kluwer""}, {""score"": ""0.9893"", ""value"": ""Academic""}, {""score"": ""0.9637"", ""value"": ""Publishers""}]}"
f1_654104,654104,,45456,"Schmitter, Philippe C. (1997) “Civil Society East and West”, in Diamond Larry et. al. (eds.), Consolidating the third wave democracies: themes and perspectives, Baltimore, Md.: Johns Hopkins University Press","Schmitter, Philippe C. (1997) “Civil Society East and West”, in Diamond Larry et. al. (eds.), Consolidating the third wave democracies: themes and perspectives, Baltimore, Md.: Johns Hopkins University Press","<author><surname prob=""0.9874"">Schmitter</surname>, <given-names prob=""0.9156"">Philippe</given-names> <given-names prob=""0.9741"">C.</given-names></author> (<year prob=""1.0000"">1997</year>) “<title prob=""0.9749"">Civil</title> <title prob=""0.9871"">Society</title> <title prob=""0.9889"">East</title> <title prob=""0.9908"">and</title> <title prob=""0.9915"">West”,</title> <title prob=""0.9884"">in</title> <title prob=""0.9939"">Diamond</title> <title prob=""0.9944"">Larry</title> <title prob=""0.9930"">et.</title> <title prob=""0.9007"">al.</title> <title prob=""0.6951"">(eds.),</title> <title prob=""0.7027"">Consolidating</title> <title prob=""0.7159"">the</title> <title prob=""0.7243"">third</title> <title prob=""0.7259"">wave</title> <title prob=""0.7199"">democracies:</title> <title prob=""0.7155"">themes</title> <title prob=""0.7110"">and</title> <title prob=""0.6926"">perspectives</title>, <other prob=""0.7200"">Baltimore</other>, <other prob=""0.9046"">Md</other>.: <publisher prob=""0.8153"">Johns</publisher> <publisher prob=""0.9599"">Hopkins</publisher> <publisher prob=""0.9867"">University</publisher> <publisher prob=""0.9918"">Press</publisher>","{""author"": [[{""score"": ""0.9874"", ""surname"": ""Schmitter""}, {""given-names"": ""Philippe"", ""score"": ""0.9156""}, {""given-names"": ""C."", ""score"": ""0.9741""}]], ""year"": [{""score"": ""1.0000"", ""value"": ""1997""}], ""title"": [{""score"": ""0.9749"", ""value"": ""Civil""}, {""score"": ""0.9871"", ""value"": ""Society""}, {""score"": ""0.9889"", ""value"": ""East""}, {""score"": ""0.9908"", ""value"": ""and""}, {""score"": ""0.9915"", ""value"": ""West”,""}, {""score"": ""0.9884"", ""value"": ""in""}, {""score"": ""0.9939"", ""value"": ""Diamond""}, {""score"": ""0.9944"", ""value"": ""Larry""}, {""score"": ""0.9930"", ""value"": ""et.""}, {""score"": ""0.9007"", ""value"": ""al.""}, {""score"": ""0.6951"", ""value"": ""(eds.),""}, {""score"": ""0.7027"", ""value"": ""Consolidating""}, {""score"": ""0.7159"", ""value"": ""the""}, {""score"": ""0.7243"", ""value"": ""third""}, {""score"": ""0.7259"", ""value"": ""wave""}, {""score"": ""0.7199"", ""value"": ""democracies:""}, {""score"": ""0.7155"", ""value"": ""themes""}, {""score"": ""0.7110"", ""value"": ""and""}, {""score"": ""0.6926"", ""value"": ""perspectives""}], ""other"": [{""score"": ""0.7200"", ""value"": ""Baltimore""}, {""score"": ""0.9046"", ""value"": ""Md""}], ""publisher"": [{""score"": ""0.8153"", ""value"": ""Johns""}, {""score"": ""0.9599"", ""value"": ""Hopkins""}, {""score"": ""0.9867"", ""value"": ""University""}, {""score"": ""0.9918"", ""value"": ""Press""}]}"
f1_131130,131130,,2324,"Hartung, K.: Die neuen Kleider der Psychiatrie. Berlin: Rotbuch Verlag 1980.","Hartung, K.: Die neuen Kleider der Psychiatrie. Berlin: Rotbuch Verlag 1980.","<author><surname prob=""0.9605"">Hartung</surname>, <given-names prob=""0.9634"">K</given-names></author>.: <title prob=""0.2197"">Die</title> <title prob=""0.5812"">neuen</title> <title prob=""0.6229"">Kleider</title> <title prob=""0.6281"">der</title> <title prob=""0.6266"">Psychiatrie</title>. <other prob=""0.9954"">Berlin</other>: <publisher prob=""0.9999"">Rotbuch</publisher> <publisher prob=""0.9992"">Verlag</publisher> <year prob=""0.9785"">1980</year>.","{""author"": [[{""score"": ""0.9605"", ""surname"": ""Hartung""}, {""given-names"": ""K"", ""score"": ""0.9634""}]], ""title"": [{""score"": ""0.2197"", ""value"": ""Die""}, {""score"": ""0.5812"", ""value"": ""neuen""}, {""score"": ""0.6229"", ""value"": ""Kleider""}, {""score"": ""0.6281"", ""value"": ""der""}, {""score"": ""0.6266"", ""value"": ""Psychiatrie""}], ""other"": [{""score"": ""0.9954"", ""value"": ""Berlin""}], ""publisher"": [{""score"": ""0.9999"", ""value"": ""Rotbuch""}, {""score"": ""0.9992"", ""value"": ""Verlag""}], ""year"": [{""score"": ""0.9785"", ""value"": ""1980""}]}"
f1_471169,471169,['gesis-solis-00608903'],47158,"Wüst, Andreas M. (2013): Wahlen und politische Repräsentation, in: Meier-Braun, Karl-Heinz ; Weber, Reinhold (Hrsg.): Deutschland Einwanderungsland. Begriffe – Fakten – Kontroversen. Stuttgart: Kohlhammer Verlag, 214-217.","Wüst, Andreas M. (2013): Wahlen und politische Repräsentation, in: Meier-Braun, Karl-Heinz ; Weber, Reinhold (Hrsg.): Deutschland Einwanderungsland. Begriffe – Fakten – Kontroversen. Stuttgart: Kohlhammer Verlag, 214-217.","<author><surname prob=""0.9939"">Wüst</surname>, <given-names prob=""0.9711"">Andreas</given-names> <given-names prob=""0.9746"">M.</given-names></author> (<year prob=""1.0000"">2013</year>): <title prob=""0.9990"">Wahlen</title> <title prob=""0.9990"">und</title> <title prob=""0.9984"">politische</title> <title prob=""0.9955"">Repräsentation</title>, in: <editor prob=""0.4717"">Meier-Braun</editor>, <editor prob=""0.4704"">Karl-Heinz</editor> ; <editor prob=""0.9921"">Weber</editor>, <editor prob=""0.9925"">Reinhold</editor> (Hrsg.): <source prob=""0.7875"">Deutschland</source> <source prob=""0.7798"">Einwanderungsland</source>. <source prob=""0.6714"">Begriffe</source> <source prob=""0.4368"">-</source> <source prob=""0.4393"">Fakten</source> <source prob=""0.2238"">-</source> <source prob=""0.2390"">Kontroversen</source>. <other prob=""0.9928"">Stuttgart</other>: <publisher prob=""0.9999"">Kohlhammer</publisher> <publisher prob=""0.9991"">Verlag</publisher>, <fpage prob=""0.9956"">214</fpage> - <lpage prob=""0.9956"">217</lpage>.","{""author"": [[{""score"": ""0.9939"", ""surname"": ""Wüst""}, {""given-names"": ""Andreas"", ""score"": ""0.9711""}, {""given-names"": ""M."", ""score"": ""0.9746""}]], ""year"": [{""score"": ""1.0000"", ""value"": ""2013""}], ""title"": [{""score"": ""0.9990"", ""value"": ""Wahlen""}, {""score"": ""0.9990"", ""value"": ""und""}, {""score"": ""0.9984"", ""value"": ""politische""}, {""score"": ""0.9955"", ""value"": ""Repräsentation""}], ""editor"": [{""score"": ""0.4717"", ""value"": ""Meier-Braun""}, {""score"": ""0.4704"", ""value"": ""Karl-Heinz""}, {""score"": ""0.9921"", ""value"": ""Weber""}, {""score"": ""0.9925"", ""value"": ""Reinhold""}], ""source"": [{""score"": ""0.7875"", ""value"": ""Deutschland""}, {""score"": ""0.7798"", ""value"": ""Einwanderungsland""}, {""score"": ""0.6714"", ""value"": ""Begriffe""}, {""score"": ""0.4368"", ""value"": ""-""}, {""score"": ""0.4393"", ""value"": ""Fakten""}, {""score"": ""0.2238"", ""value"": ""-""}, {""score"": ""0.2390"", ""value"": ""Kontroversen""}], ""other"": [{""score"": ""0.9928"", ""value"": ""Stuttgart""}], ""publisher"": [{""score"": ""0.9999"", ""value"": ""Kohlhammer""}, {""score"": ""0.9991"", ""value"": ""Verlag""}], ""page"": [{""score"": ""0.9956"", ""value"": ""214""}, {""score"": ""0.9956"", ""value"": ""217""}]}"
f1_1056244,1056244,,37034,"Witte, E.H.: The extended group situation theory (EGST), social decision schemes, models of the structure of communication in small groups, and specific effects of minority influences and selfcategorization: An integration.","Witte, E.H.: The extended group situation theory (EGST), social decision schemes, models of the structure of communication in small groups, and specific effects of minority influences and selfcategorization: An integration.","<author><surname prob=""0.9864"">Witte</surname>, <given-names prob=""0.9893"">E.H</given-names></author>.: <title prob=""0.9081"">The</title> <title prob=""0.9942"">extended</title> <title prob=""0.9975"">group</title> <title prob=""0.9980"">situation</title> <title prob=""0.9981"">theory</title> <title prob=""0.9973"">(EGST),</title> <title prob=""0.9966"">social</title> <title prob=""0.9971"">decision</title> <title prob=""0.9962"">schemes,</title> <title prob=""0.9893"">models</title> <title prob=""0.9895"">of</title> <title prob=""0.9895"">the</title> <title prob=""0.9895"">structure</title> <title prob=""0.9889"">of</title> <title prob=""0.9876"">communication</title> <title prob=""0.9833"">in</title> <title prob=""0.9810"">small</title> <title prob=""0.9735"">groups,</title> <title prob=""0.9012"">and</title> <title prob=""0.8974"">specific</title> <title prob=""0.8898"">effects</title> <title prob=""0.8788"">of</title> <title prob=""0.8694"">minority</title> <title prob=""0.8566"">influences</title> <title prob=""0.8253"">and</title> <title prob=""0.7853"">selfcategorization:</title> <title prob=""0.7179"">An</title> <title prob=""0.6577"">integration</title>.","{""author"": [[{""score"": ""0.9864"", ""surname"": ""Witte""}, {""given-names"": ""E.H"", ""score"": ""0.9893""}]], ""title"": [{""score"": ""0.9081"", ""value"": ""The""}, {""score"": ""0.9942"", ""value"": ""extended""}, {""score"": ""0.9975"", ""value"": ""group""}, {""score"": ""0.9980"", ""value"": ""situation""}, {""score"": ""0.9981"", ""value"": ""theory""}, {""score"": ""0.9973"", ""value"": ""(EGST),""}, {""score"": ""0.9966"", ""value"": ""social""}, {""score"": ""0.9971"", ""value"": ""decision""}, {""score"": ""0.9962"", ""value"": ""schemes,""}, {""score"": ""0.9893"", ""value"": ""models""}, {""score"": ""0.9895"", ""value"": ""of""}, {""score"": ""0.9895"", ""value"": ""the""}, {""score"": ""0.9895"", ""value"": ""structure""}, {""score"": ""0.9889"", ""value"": ""of""}, {""score"": ""0.9876"", ""value"": ""communication""}, {""score"": ""0.9833"", ""value"": ""in""}, {""score"": ""0.9810"", ""value"": ""small""}, {""score"": ""0.9735"", ""value"": ""groups,""}, {""score"": ""0.9012"", ""value"": ""and""}, {""score"": ""0.8974"", ""value"": ""specific""}, {""score"": ""0.8898"", ""value"": ""effects""}, {""score"": ""0.8788"", ""value"": ""of""}, {""score"": ""0.8694"", ""value"": ""minority""}, {""score"": ""0.8566"", ""value"": ""influences""}, {""score"": ""0.8253"", ""value"": ""and""}, {""score"": ""0.7853"", ""value"": ""selfcategorization:""}, {""score"": ""0.7179"", ""value"": ""An""}, {""score"": ""0.6577"", ""value"": ""integration""}]}"
f1_179039,179039,,33732,"Dekker, Nyoman, Sejarah Revolusi Nasional (Jakarta, 1989)","Dekker, Nyoman, Sejarah Revolusi Nasional (Jakarta, 1989)","<editor prob=""0.4084"">Dekker</editor>, <editor prob=""0.4026"">Nyoman</editor>, <editor prob=""0.3437"">Sejarah</editor> <editor prob=""0.3378"">Revolusi</editor> <editor prob=""0.3092"">Nasional</editor> (<other prob=""0.6543"">Jakarta</other>, <year prob=""0.9482"">1989</year>)","{""editor"": [{""score"": ""0.4084"", ""value"": ""Dekker""}, {""score"": ""0.4026"", ""value"": ""Nyoman""}, {""score"": ""0.3437"", ""value"": ""Sejarah""}, {""score"": ""0.3378"", ""value"": ""Revolusi""}, {""score"": ""0.3092"", ""value"": ""Nasional""}], ""other"": [{""score"": ""0.6543"", ""value"": ""Jakarta""}], ""year"": [{""score"": ""0.9482"", ""value"": ""1989""}]}"
f1_536995,536995,,42923,"Tienda, Marta, et al. 2006. Multiple Origins, Uncertain Destinies: Hispanics and the American Future. Washington DC: National Academies Press.","Tienda, Marta, et al. 2006. Multiple Origins, Uncertain Destinies: Hispanics and the American Future. Washington DC: National Academies Press.","<author><surname prob=""0.9574"">Tienda</surname>, <given-names prob=""0.6197"">Marta</given-names></author>, et al. <year prob=""0.5398"">2006</year>. <title prob=""0.9441"">Multiple</title> <title prob=""0.9658"">Origins,</title> <title prob=""0.9611"">Uncertain</title> <title prob=""0.9617"">Destinies:</title> <title prob=""0.9618"">Hispanics</title> <title prob=""0.9610"">and</title> <title prob=""0.9584"">the</title> <title prob=""0.9493"">American</title> <title prob=""0.9148"">Future</title>. <other prob=""0.6737"">Washington</other> <other prob=""0.8533"">DC</other>: <publisher prob=""0.9912"">National</publisher> <publisher prob=""0.9912"">Academies</publisher> <publisher prob=""0.9896"">Press</publisher>.","{""author"": [[{""score"": ""0.9574"", ""surname"": ""Tienda""}, {""given-names"": ""Marta"", ""score"": ""0.6197""}]], ""year"": [{""score"": ""0.5398"", ""value"": ""2006""}], ""title"": [{""score"": ""0.9441"", ""value"": ""Multiple""}, {""score"": ""0.9658"", ""value"": ""Origins,""}, {""score"": ""0.9611"", ""value"": ""Uncertain""}, {""score"": ""0.9617"", ""value"": ""Destinies:""}, {""score"": ""0.9618"", ""value"": ""Hispanics""}, {""score"": ""0.9610"", ""value"": ""and""}, {""score"": ""0.9584"", ""value"": ""the""}, {""score"": ""0.9493"", ""value"": ""American""}, {""score"": ""0.9148"", ""value"": ""Future""}], ""other"": [{""score"": ""0.6737"", ""value"": ""Washington""}, {""score"": ""0.8533"", ""value"": ""DC""}], ""publisher"": [{""score"": ""0.9912"", ""value"": ""National""}, {""score"": ""0.9912"", ""value"": ""Academies""}, {""score"": ""0.9896"", ""value"": ""Press""}]}"
