ref_id;sowiport_id;ssoar_id;ref_text;original_table;sowi_IdDuplicates;bad duplicates;
492733;gesis-solis-00170745;11655.0;Sander, E. (1993a): Die Situation des Alleinerziehens aus der Sicht betroffener Mütter: Vergleich einer Fragebogen- und einer Interviewstudie. In. Psychologie in Erziehung und Unterricht, 40 (4), 241-248.;table1;[gesis-solis-00170745, fis-bildung-254910];;
530793;ubk-opac-LY000372224;17284.0;Flichy, Patrice (1995), Dynamics of modern communication. The shaping and impact of new communication technologies, London.;table1;null;;
274017;gesis-bib-29333;35260.0;Ostner, Ilona (1995): Arm ohne Ehemann? Sozialpolitische Regulierung von Lebenschancen für Frauen im internationalen Vergleich. In: Aus Politik und Zeitgeschichte, Jg. 45, H. 36-37. S. 3-12;table1;[fis-bildung-355139, iab-litdok-I950907D07, gesis-solis-00194828, gesis-bib-29333, dza-gerolit-544755367];;
602292;dza-gerolit-544941284;49803.0;Paeslack, Volkmar (1998): Rehabilitation älterer Menschen. In: A. Kruse (Hrsg.): Psychosoziale Gerontologie. Göttingen u.a., S. 85-93.;table1;null;;
292543;csa-ps-236952;11204.0;Hood, C. (1991): A Public Management for all Seasons? In: Public Administration, Jg. 69, H. 1, S. 3-19;table1;[csa-assia-9142109, csa-ps-236952];;
109028;fes-bib-580839;45765.0;Klein, Uta, 2006: Gleichstellungspolitik in der EU. Eine Einführung. Schwalbach.;table1;[gesis-solis-00374659, bszbw-wao-251949249, gesis-bib-565, wzb-bib-145093, fes-bib-580839];;
780461;csa-assia-17030;6076.0;Musil, Jiří 1993. “Changing Urban Systems in Post-Communist Societies in Central Europe: Analysis and Prediction.” Urban Studies 30: 899-905.;table1;[csa-sa-9403520, csa-assia-17030, csa-ps-9302150];;
522413;gesis-solis-00193926;43784.0;Brückner, Hannah, und Karl Ulrich Mayer, 1995: Lebensverläufe und Gesellschaftlicher Wandel. Materialien aus der Bildungsforschung. Berlin. MaxPlanck-Institut für Bildungsforschung.;table1;[iab-litdok-I950808F03, gesis-solis-00193926];;????
676959;csa-pei-9204753;45584.0;Vrooman, J. 2009. Theory of the Perfect Game: Competitive Balance in Monopoly Sports Leagues. Review of Industrial Organization 34: 5-44.;table1;null;;
160954;gesis-solis-00330348;18303.0;Misoch, Sabina (2004), Identitäten im Internet. Selbstdarstellung auf privaten Homepages, Konstanz.;table1;[ubk-opac-HL003893707, gesis-solis-00330348];;
378547;fis-bildung-698883;10612.0;Plug, E. 2004. “Estimating the Effect of Mother’s Schooling on Children’s Schooling Using a Sample of Adoptees.” American Economic Review 94 (March): 358–68.;table1;null;;
702011;gesis-solis-00329306;42862.0;Imbusch, Peter, 2004: ‚Mainstreamer‘ versus ‚Innovateure‘ der Gewaltforschung: Eine kuriose Debatte. S. 125-148 in: Heitmeyer, W./Soeffner, H.-G. (Hrsg.), Gewalt. Entwicklungen, Strukturen, Analyseprobleme. Frankfurt/M.: Suhrkamp.;table1;null;;
996696;csa-sa-195700034;3733.0;Merton, R. K., Fiske, M. & Kendall, P. C. (1956). The Focussed Interview. A Manual of problems and procedures. Glencoe 111.;table1;[csa-pais-1957-12099, csa-sa-195700034];;
6793;bszbw-wao-387793631;36242.0;Bruinessen, Martin van (2002). Genealogies of Islamic radicalism in post-Suharto Indonesia. South East AsiaResearch, 0(2), 7- 54;table1;[bszbw-wao-387793631, csa-ps-200309956];;
42385;csa-sa-200407299;45646.0;Bittman, M., England, P., Folbre, N., Sayer, L. C. & Matheson, G. (2003). When does gender trump money? Bargaining and time in household work. American Journal of Sociology, 109, 1, pp. 186-214.;table1;[gesis-bib-57501, csa-assia-280742, csa-sa-200407299];;
259505;gesis-solis-00345911;38681.0;Bohnsack, R. (2005a): „Social Worlds“ und „Natural Histories“. Zum Forschungsstil der Chicagoer Schule anhand zweier klassischer Studien. In: ZBBS 6 (1), S. 105‒127.;table1;[gesis-solis-00345911, gesis-ssoar-27920, dzi-solit-0156145];;
873362;gesis-solis-00316166;21800.0;Bloch, Roland, Jens Hüttmann (2003): Evaluation des Kompetenzzentrums „Frauen für Naturwissenschaft und Technik“ der Hochschulen Mecklenburg-Vorpommerns. Arbeitsberichte 4 `03, Wittenberg.;table1;[gesis-solis-00316166, fis-bildung-670878];;
821012;csa-sa-83N2755;35757.0;DiMaggio, Paul J., and Walter W. Powell. 1983. The Iron Cage Revisited: Institutional Isomorphism and Collective Rationality in Organizational Fields. American Sociological Review 48: 147-160.;table1;[gesis-bib-69763, csa-sa-83N2755];;
74980;springer-soj-198563361;43229.0;Law, John. 1992. Notes on the theory of the actor-network: Ordering, strategy and heterogeneity. Systems Practice 5: 379-93.;table1;null;;
435800;iab-litdok-K130416N05;47364.0;Lechner, Michael und Conny Wunsch (2013), Sensitivity of Matching-Based Program Evaluations to the Availability of Control Variables. Labour Economics, 21, 111-121.;table1;null;;8 other versions
216926;bszbw-wao-387312374;28421.0;Lavrov, Sergei 2008: Russia and the World in the 21st Century, in: Russia in Global Affairs 6: 3. Leonard, Mark/Popescu, Nicu 2007: A Power Audit of EU-Russia Relations, European Council on Foreign Relations, London.;table1;null;;
129026;gesis-solis-00060135;1532.0;Dalton, R. J. (1981). The Persistence of Values and Life Cycle Changes. In H.-D. Klingemann & M. Kaase (Eds.), Politische Psychologie. Sonderheft der Politischen Vierteljahresschrift (Vol. 12, pp. 190-207). Opladen: Westdeutscher Verlag.;table1;null;;
340019;fes-bib-415875;6405.0;Szücs, Jenö (1990). Die drei historischen Regionen Europas, Frankfurt/Main.;table1;[bszbw-wao-022674012, fes-bib-415875];;
272667;gesis-solis-00008449;19002.0;"Schuchardt, W. (1979), „Außertechnische Zielsetzungen und Wertbezüge in der Entwicklung des deutschen technischen Regelwerks"", Technikgeschichte, 46(3), 227f.";table1;null;;
635627;csa-pais-1999-1103820;11247.0;Lavignotte-Guérin, E. 1999. Expertise et politiques européennes de développement local. Paris: L'Harmattan.;table1;[bszbw-wao-101434871, csa-pais-1999-1103820];;
952844;csa-ps-200207545;36873.0;Schmidt, Manfred G. (2002): Political Performance and Types of Democracy: Findings from Comparative Studies. In: European Journal for Political Research, 41, 1, pp. 147-63.;table1;[csa-ps-200207545, gesis-bib-54021];;
552768;gesis-solis-00594686;41963.0;Vobruba, Georg (2013): Soziologie und Kritik. In: Soziologie 42 (2), pp. 147-168.;table1;[gesis-solis-00594686, csa-sa-201339819];;
1016041;wzb-bib-104690;3730.0;Fleiss, J.L. (1981). Statistical methods for rates and proportions. Wiley, New York;table1;[gesis-bib-111216, wzb-bib-104690];;
998624;csa-ssa-201404294;40780.0;Requena, Felix (2013): Family and friendship support networks among retirees: A comparative study of welfare systems. In: International Journal of Sociology and Social Policy, Jg. 33, Nr. 3-4, S. 167 – S. 185. (ISSP);table1;[csa-ps-201414468, csa-ssa-201404294, csa-sa-201425661];;
1115283;gesis-solis-00542176;27588.0;Huhn, Sebastian (2009), The Culture of Fear and Control in Costa Rica (I): Crime Statistics and Law Enforcement, GIGA Working Paper, 104, Hamburg, online: <www.giga­hamburg.de/wokingpapers>.;table1;[gesis-solis-00542176, bszbw-wao-389526770];;
107880;gesis-smarth-0000008571;25487.0;Dolata, Ulrich, 2011: Wandel durch Technik. Eine Theorie soziotechnischer Transformation. Frankfurt/New York: Campus.;table1;[gesis-smarth-0000008571, gesis-solis-00567007, wzb-bib-208494];;
843042;csa-sa-66C2572;22363.0;Henry, J. (1965) ‘White People’s Time, Colored People’s Time’, Trans-Action 2(3): 31–4.;table1;null;;
509432;csa-sa-67C5535;3732.0;Freeman, H. E. & Simmons, 0 . G. (1959). The social integration of former mental patients. International Journal of So-;table1;null;;
258254;gesis-solis-00334529;39675.0;Tiefel, Sandra. (2004). Beratung und Reﬂexion. Eine qualitative Studie zu professionellem Beratungshandeln in der Moderne. Wiesbaden: VS Verlag für Sozialwissenschaften.;table1;[gesis-solis-00334529, iab-litdok-K071127F03, ubk-opac-HL004137321, fis-bildung-709024];;
716059;bszbw-wao-387792589;24243.0;Orphanides, A. and Williams, J. (2002) Robust monetary policy rules with unknown natural rates. Brookings Papers on Economic Activity, 2, 63-118.;table1;null;;
1110572;csa-pais-2011-153860;33415.0;Soliz Landivar, Ana, und Sören Scholvin (2011), China in Lateinamerika: Chancen und Grenzen seines zunehmenden Einflusses , GIGA Focus Lateinamerika, 6, online: <www.giga-hamburg.de/giga-focus/lateinamerika> (13. Februar 2013).;table1;[csa-pais-2011-153860, gesis-ssoar-27683, bszbw-wao-389403555];;
1042611;csa-assia-9251023;41009.0;Kitschelt, H., 1992, The Formation of Party Systems in East Central Europe, in, Politics and Society 24(1);table1;[csa-assia-9251023, csa-ps-246869];;
807472;csa-pais-2005-0303630;36456.0;Gaumnitz, B. R./ Lere, J. C. (2004): A classification scheme for codes of business ethics, in: Journal of Business Ethics, Vol. 49/No. 4, 329-335.;table1;null;;
117502;gesis-solis-00226574;40427.0;Fischer-Rosenthal, W. & Rosenthal, G. (1997). Narrationsanalyse biographischer Selbstpräsentationen. In: Hitzler, R. & Honer, A. (Hrsg.), Sozialwissenschaftliche Hermeneutik. Opladen: Leske + Budrich/UTB, S. 133-164.;table1;null;;
589629;csa-ps-323382;34392.0;Fitzenberger, B./Haggeney, I./Ernst, M. (1999): Wer ist noch Mitglied in Gewerkschaften? Eine Panelanalyse für Westdeutschland. In: Zeitschrift für Wirtschafts- und Sozialwissenschaften, 119: 223-263.;table1;[gesis-solis-00261460, csa-ps-323382, fes-bib-304829];;
1148409;gesis-bib-24857;33943.0;Wittenberg, Reinhard (1988). Methodenlehre mit ALLBUS-Daten. Erfahrungen aus Nürnberg. Soziologie, 1988, 2: 99-128.;table1;[csa-sa-89U6964, gesis-bib-24857, gesis-solis-00114053];;
431538;ubk-opac-HL001550603;37789.0;Gillioz Lucienne, Jacqueline De Puy et Véronique Ducret (1997) : Domination et violence envers la femme dans le couple, Lausanne : Payot;table1;null;;
196976;csa-sa-200707722;32480.0;Ariga, Kenn und Giorgio Brunello (2006): Are Education and Training Always Complements? Evidence from Thailand. Industrial and Labor Relations Review 59(4), pp. 613-629.;table1;null;;
217357;csa-sa-200106537;10962.0;"Taplin, I.M.; Frege, C.M. 1999: Managing transitions: The reorganization of two clothing manufacturing firms in Hungary. Organization Studies, Vol. 20, No. 5, pp. 721-740";table1;null;;
544921;fes-bib-32028;23519.0;Pfetsch, Frank (1997). Die Europäische Union. Geschichte, Institutionen, Prozesse. M ünchen: Wilhelm Fink Verlag.;table1;[gesis-solis-00227124, fis-bildung-483151, fes-bib-32028];;
1766;csa-sa-201302648;38128.0;Kroneberg, Clemens/Kalter, Frank, 2012: Rational Choice Theory and Empirical Research. Methodological and Theoretical Contributions in Europe. In: Annual Review of Sociology, 38, 73-92.;table1;null;;
953428;ubk-opac-LY000136838;28491.0;Sassen, S. (1991): The Global City. New York, London, Tokio.;table1;[csa-pais-1991-1314552, ubk-opac-LY000136838, wzb-bib-49393];;
178928;fis-bildung-339243;40912.0;Böhm, I. (1994). Auswertung empirischer Untersuchungen 1989 - 1992 - Kata¬ log - Übersicht und Wichtung. In Heyse, V. & Erpenbeck, J. (1994), Ma¬ nagement und Wertewandel im Übergang. Münster/New York: Waxmann.;table1;null;;this is only the book
744219;iab-litdok-K090622F02;34398.0;Hirsch, B./König, M./Möller, J. (2009): Is There a Gap in the Gap? Regional Differences in the Gender Pay Gap. IZA Discussion Paper 4231.;table1;null;;
629687;gesis-solis-00223491;19084.0;KURTZ, T.: Professionalisierung im Kontext sozialer Systeme. Der Beruf des deutschen Gewerbelehrers. Opladen: Leske & Budrich 1997.;table1;[gesis-solis-00223491, iab-litdok-I971009F17, fis-bildung-489838];;
752211;gesis-solis-00127105;29311.0;Huinink, J. (1989). Ausbildung, Erwerbsbeteiligung von Frauen und Familien¬ bildung im Kohortenvergleich. Arbeitspapier Nr. 293 des Sfb 3. Universität Frankfurt.;table1;[gesis-solis-00127105, gesis-bib-78481, fis-bildung-177062, fis-bildung-91943, iab-litdok-I890711V03, ubk-opac-LY000004820, gesis-solis-00119648];;
862987;csa-sa-201323024;45066.0;Lessmann, Ortrud und Felix Rauschmayer (2013): Re-conceptualizing Sustainable Development on the Basis of the Capability Approach: A Model and its Difficulties, Journal of Human Development 14 (1), February, S. 95-114.;table1;null;;
1011643;wzb-bib-59225;28447.0;"Heigl, L.; Hosch, R. (1973): Raumordnung und Landesplanung in Bayern. Kommentar. München.";table1;null;;
1113219;iab-litdok-I730331-82;5826.0;Glaser, Barney/Strauss, Anse1m: The Discovery of Grounded Theory, Strategies for Qualitative Research, Chicago 1967;table1;[wzb-bib-78340, iab-litdok-I730331-82];;
1131909;gesis-solis-00404759;12838.0;Hartmann, J., K. Brink, R. Jäckle und N. Tschersich, 2008: IAB-Haushaltspanel im Niedrigeinkommensbereich – Methoden- und Feldbericht. FDZ Methodenreport 7/2008 Nürnberg: IAB. http://doku.iab.de/fdz/reporte/2008/MR_07-08.pdf (04.05.2009).;table1;[iab-litdok-K080609F06, gesis-solis-00404759, iab-litdok-K080904F01];;
624131;csa-sa-78J0474;32434.0;"Meyer, J.W.; Rowan, B. (1977): Institutionalized Organizations: Formal Structure as Myth and Ceremony, in: American Journal of Sociology, Volume 83, Number 2, S. 340-363.";table1;[gesis-bib-66926, csa-sa-78J0474];;
37291;csa-sa-200209800;5865.0;Kuzio, T., 2002. The Myth of the Civic State: A Critical Survey of Hans Kohn’s Framework for Understanding Nationalism. Ethnic and Racial Studies 25 (1), 20e39.;table1;[csa-sa-200209800, bszbw-wao-387805877, csa-assia-194338, csa-ps-200207845];;
1075420;csa-assia-1771;45743.0;Cortina, J. M. (1993). What is Coefficient Alpha? An examination of theory and applications. Journal of Applied Psychology, Volume 78, pp. 98-104.;table1;null;;
1072552;gesis-bib-78685;19845.0;"Hox, J. J.; E. de Leeuw und J. G. G. Kreft (1991). The effect of interviewer and respondent characteristics on the quality of survey data: A multilevel model. In: P. P. Biemer; R. M. Groves; L. E. Lyberg; N. A.";table1;null;;
352736;csa-assia-45388;34469.0;Disney, R./Gosling, A./Machin, S. (1995): British Unions in Decline: Determinants of the 1980s Fall in Union Recognition. In: Industrial and Labor Relations Review 48: 403-419.;table1;[csa-pais-1995-0508600, csa-assia-45388, proquest-pao-NLZ021411751];;
550037;csa-sa-200003121;37644.0;Voydanoff, P. & Donnelly, B. W. (1999). The intersection of time in activities and perceived unfairness in relation to psychological distress and marital quality. Journal of Marriage and the Family, 61, 3, S. 739-751.;table1;null;;
402979;csa-ssa-200500169;27185.0;Katbamna, S, W. Ahmed, B.A. Bhakta, R. Barker & G. Parker (2004), ‘Do They Look after their Own? Informal Support for South Asian Carers’, Health and Social Care in the Community 12 (5): 398-406.;table1;[csa-assia-308040, csa-ssa-200500169];;
625948;csa-sa-65B5822;40937.0;"Homans, G.C. 1964. ""Bringing Men Back In"". American Sociological Review 29: 809-18.";table1;[csa-sa-65B5822, gesis-bib-71051];;
892037;gesis-solis-00549768;3380.0;Huinink, Johannes/Mayer Karl Ulrich (1995): Einleitung. In: Johannes Huinink/Karl Ulrich Mayer/Martin Diewald/Heike Solga/Annemette Sørensen/Heike Trappe (Hg.): Kollektiv und Eigensinn. Lebensverläufe in der DDR und Danach. Berlin, S. 7-23.;table1;[gesis-solis-00549768, fis-bildung-917458];;
39981;gesis-ssoar-39993;37403.0;Porschke, Christine, & Witte, E. H.: Psychologische Faktoren der Steuergerechtigkeit.;table1;null;;
11135;gesis-solis-00346903;42553.0;Jaenichen, U., Kruppe, T., Stephan, G., Ullrich, B. and Wießner, F. (2005). You can split it if you really want * Korrekturvorschläge für ausgewählte Inkonsistenzen in IEB und MTG. FDZ Datenreport Nr. 04/2005, Nürnberg.;table1;[gesis-solis-00346903, iab-litdok-K050628A07];;
1028181;gesis-solis-00255697;21095.0;Schmidt, G. (1999): Kein Ende der Arbeitsgesellschaft – Überlegungen zum Wandel des Paradigmas der Arbeit in „frühindustrialisierten Gesellschaften“ am Ende des 20. Jahrhunderts. In: G. Schmidt (Hrsg.): Kein Ende der Arbeitsgesellschaft, Berlin, S. 9-28.;table1;null;;
975080;ubk-opac-HL003809219;32122.0;Jenkins, Richard ( ŸŸ ) Social Identity. London/ New York.;table1;null;ubk-opac-LY000383855;version not specified
713172;csa-sa-70E5676;7087.0;Wicker, A. W. (1969). Attitudes versus actions: The relationship of verbal and overt behavioral responses to attitude objects. Journal of Social Issues, 25 (4), 41-78.;table1;[csa-sa-70E5676, bszbw-wao-101353944];;
352166;gesis-bib-103153;36351.0;Ragin, Charles C. (1987). The comparative method. Moving beyond qualitative and quantitative strategies. Berkeley: University of California Press.;table1;[wzb-bib-107080, wzb-bib-131412, ubk-opac-HL001543651, iab-litdok-I930602F97, gesis-bib-103153];;
508049;csa-sa-9816266;24294.0;Stenberg, S-Å. (1998). Unemployment and Economic Hardship A Combined Macroand Micro-level Analysis of the Relationship between Unemployment and Means-Tested Social Assistance in Sweden. European Sociological Review, 14(1): 1-13.;table1;[csa-assia-116359, csa-sa-9816266];;
251217;gesis-solis-00219825;11642.0;Kalter, Frank (1997): Wohnortwechsel in Deutschland. Ein Beitrag zur Migrationstheorie und zur empirischen Anwendung von Rational-Choice-Modellen. Opladen;table1;[iab-litdok-K050504E02, ubk-opac-LY000521351, gesis-bib-97321, gesis-solis-00219825];;
139766;gesis-solis-00356123;20054.0;Lang, F. R., Lüdtke, O. & Asendorpf, J. B. (2001). Testgüte und psychometrische Äquivalenz der deutschen Version des Big Five Inventory (BFI) bei jungen, mittelalten und alten Erwachsenen. Diagnostica, 47, 111-121.;table1;null;;
998910;gesis-solis-00357955;47988.0;Beetz, S. (2006): Ländliche Politik im demographischen Wandel. In: Aus Politik und Zeitgeschichte, Heft 21-22, S. 25-31.;table1;[gesis-bib-72221, gesis-solis-00357955];;
212934;gesis-solis-00371680;10961.0;Kurz, Constanze (2006): Zwischen Prekarisierung und Akademisierung: Frauenerwerbstätigkeit in der Automobilindustrie. In: SOFI-Mitteilungen Nr. 34 / Dezember 2006;table1;[iab-litdok-K070109A11, gesis-solis-00371680];;
546650;csa-pais-1993-0612444;37406.0;Premeaux, S. R. & Mondy, R. W. (1993). Linking management behavior to ethical philosophy. Journal of Business Ethics, 12 (5), 349-357.;table1;[csa-pais-1993-0612444, springer-soj-193508605];;
1072144;csa-ps-200107784;16575.0;Falkner, Gerda (2000) EG-Sozialpolitik nach Verflechtungsfalle und Entscheidungslücke: Bewertungsmaßstäbe und Entwicklungstrends. In: Politische Vierteljahresschrift, Heft 2, 279–301.;table1;[gesis-bib-46890, csa-ps-200107784, gesis-solis-00262712, bszbw-wao-101971141];;
125785;csa-pais-1960-11719;17562.0;Myers, Charles A. (1958), Labor Problems in the Industrialization of India, Cambridge.;table1;null;;
25423;bszbw-wao-284507865;52066.0;Culpepper, Pepper D. (2005): Institutional Change in Contemporary Capitalism. Coordinated Financial Systems since 1990. In: World Politics. Vol. 57. 173–199.;table1;[csa-ps-200602689, bszbw-wao-284507865];;
986689;csa-sa-200102215;48026.0;Dalton, R. J. (2000). Citizen attitudes and political behavior. Comparative Political Studies, 33(67), 912–940. European Values Study (2008) Retrieved from http://zacat.gesis.org;table1;[csa-ps-200100312,  gesis-bib-51952,  gesis-bib-148842, csa-sa-200102215];;
95265;dzi-solit-0135060;41462.0;Devetzi, Stamatia and Volker Schmitt (2002) ‘Die offene Methode der Koordinierung im Bereich Alterssicherung in der EU — eine kritische Bestandsaufnahme‘, Deutsche Rentenversicherung: 234– 249.;table1;[dza-gerolit-545144108, dzi-solit-0135060, gesis-solis-00299863];;
1106179;gesis-solis-00362965;25103.0;Lechert, Yvonne, Paul Lüttinger und Schunck, Reinhard, 2006: Vergleich der Mikrozensus Scientific Use Files 1976 und 1982. ZUMA-Methodenbericht 2006/10.;table1;[gesis-solis-00362965, gesis-ssoar-26238];gesis-solis-00362964, gesis-ssoar-26237 wrong years;
117019;bszbw-wao-387382615;37415.0;Fearon, James 2003: Ethnic and cultural diversity by country, in: Journal of Economic Growth 8/2, 195- 222.;table1;null;;
1074453;csa-sa-200421272;46445.0;Rosenfeld, Rachel A., Heike Trappe, and Janet C. Gornick. 2004. Gender and work in Germany. Before and after re-unification. Annual Review of Sociology 30: 103-24.;table1;[csa-sa-200421272, iab-litdok-K050301802];;
243647;dzi-solit-0097625;39346.0;Berghahn, Sabine. (1996). Die Verrechtlichung des Privaten – allgemeines Verhängnis oder Chance für bessere Geschlechterverhältnisse? In: Leviathan 24 (2), 241-271;table1;[bszbw-wao-101875738, gesis-solis-00207274, dzi-solit-0097625];;
809987;bszbw-wao-101968981;11531.0;Simonin, B. 2000. Rechercher un emploi quand on est au chômage, in : DARES, No. 16.1.;table1;null;;
768193;fis-bildung-955277;39602.0;Przyborski, Aglaja & Wohlrab-Sahr, Monika. (2010). Qualitative Sozialforschung. München, Wien: Oldenbourg Wissenschaftsverlag;table1;[gesis-bib-130383, fis-bildung-955277, iab-litdok-K120423302];;
247362;ubk-opac-LY000892406;51628.0;Inglehart, Ronald 1977: The silent revolution. Changing values and political styles among western publics. Princeton, NJ: Princeton Univ. Press.;table1;[wzb-bib-51668, gesis-bib-93262, ubk-opac-LY000892406, fes-bib-649990, bszbw-wao-005977762, csa-ps-7803639];;
192452;fis-bildung-973154;39082.0;Holtappels, H. G. (2011): Ganztagsschule. In: Reinders, H./Ditton, H./Gräsel, C./Gniewosz, B. (Hrsg.): Empirische Bildungsforschung. Band 2: Gegenstandsbereiche. – Wiesbaden, S. 113-124.;table1;null;;
625665;csa-sa-86Q3014;40937.0;"Alain, M. 1985. ""An Empirical Validation of Relative Deprivation"". Human Relations 38: 739-49.";table1;null;;
386506;proquest-pao-NLZ043833489;3737.0;Christie, R. & Cook, P. (1958). A guide to published literature relating to the authoritarian personality through 1956. The Journal of Psychology 45:261-277;table1;null;;
697983;ubk-opac-LY000149934;19134.0;Nierop, H. K. F. van (1993): The nobility of Holland. From knights to regents, 1500-1650. Cambridge: Cambridge University Press.;table1;null;;
1097836;gesis-solis-00207579;11496.0;Koschel, Henrike and Sigurd Weinreich 1995: Ökologische Steuerreform auf dem Prüfstand  Ist die Zeit reif zum Handeln?, in: Olav Hohmeyer (ed.), Ökologische Steuerreform, Baden-Baden: Nomos, 9-38.;table1;null;;
30490;gesis-solis-00314506;10942.0;Kifmann, Mathias, 2001: „Langfristige Folgen einer Einbeziehung der Selbständigen in die gesetzliche Rentenversicherung“, Konjunkturpolitik 47, Heft 1: 51-73.;table1;[iab-litdok-K021008907, gesis-solis-00314506];gesis-bib-48590;other edition
458062;gesis-bib-136165;42983.0;Powell, W. W. (1987): The Nonprofit Sector, New Haven/London: Yale University Press.;table1;[gesis-bib-136165, csa-pais-1987-1701009];;
1052058;csa-sa-9402651;35569.0;Nelson, Katherine (1993): The Psychological and Social Origins of Autobiographical Memory, in: Psychological Science 4/1, 7-15.;table1;null;;
179556;dza-gerolit-027057291;5756.0;Esping-Andersen, G~sta 1990: The Three Worlds of Welfare Capitalism, Cambridge: Polity Press.;table1;[dza-gerolit-027057291, ubk-opac-LY000027090, wzb-bib-48424];;
929084;csa-ps-8310626;11535.0;"Castles, Francis G.; Mair, Peter, 1984: “Left-Right Political Scales: Some Expert Judgements“, European Journal of Political Research 12, Nr. 1: 73-88.";table1;[csa-ps-166551, gesis-bib-62606, csa-ps-8310626];;
80988;gesis-solis-00375871;48235.0;Bernhard, Sarah/Hohmeyer, Katrin/Jozwiak, Eva (2006): Zweiter Arbeitsmarkt. Im Westen noch nichts Neues. IAB Kurzbericht 24. Nürnberg. In: [http://doku.iab.de/kurzber/2006/kb2406.pdf, gesichtet am 11.12.08].;table1;[gesis-solis-00375871, iab-litdok-K061214F07];;
494932;csa-ps-200825464;45847.0;Nilsson, Desiree 2008: Partial Peace: Rebel Groups Inside and O utside of Civil W ar Settlements, in: Journal of Peace Research, 45: 4, 479-495.;table1;[bszbw-wao-324192282, csa-ps-200825464];;
968716;csa-pais-1989-0011011;3740.0;Göckenjan, G . & Kondratowitz, H. J . von (1988). Alter und Alltag. Suhrkamp, Frankfurt;table1;[csa-pais-1989-0011011, fis-bildung-167790, gesis-solis-00118196, fes-bib-274750, dza-gerolit-024701351];;
264195;wzb-bib-62022;51599.0;Schmitz, E. (1978): Leistung und Loyalität. Berufliche Weiterbildung und Personalpolitik in Industrieunternehmen. Stuttgart.;table1;[ubk-opac-HL001786590, wzb-bib-62022, iab-litdok-I800819F05, dzi-solit-0086881, gesis-solis-00038859, fes-bib-567305];;
157291;dzi-solit-0073382;32514.0;Tophoven, C. 1995: Case-Management – Ein Weg zu mehr Qualität und Wirtschaftlichkeit im Gesundheitssystem. In: Sozialer Fortschritt, Heft 7: 162-166;table1;null;;
691620;gesis-solis-00371003;30801.0;"Hujer, Reinhard; Thomsen, Stephan L. und Christopher Zeiss (2006): The Effects of ShortTerm Training Measures on the Individual Unemployment Duration in West Germany. ZEW Discussion Paper No. 06-065 (download unter: ftp://ftp.zew.de/pub/zewdocs/dp/dp06065.pdf, abgerufen am 20.04.2007).";table1;[gesis-solis-00371003, iab-litdok-K061011A06];;
134810;gesis-solis-00099044;28270.0;Knorr-Cetina, Karin, 1988, Das naturwissenschaftliche Labor als Ort der „Verdichtung“ von Gesellschaft, Zeitschrift für Soziologie 17: 85-101.;table1;[gesis-solis-00099044, gesis-bib-22784, csa-sa-88U0355];;
524006;csa-sa-9905568;19846.0;Neumann-Braun, Klaus und Deppermann, Arnulf (1998): Ethnographie der Kommunikationskulturen Jugendlicher. Zur Gegenstandskonzeption und Methodik der Untersuchung von Peer-Groups. In: Zeitschrift für Soziologie, Jg.27. Heft 4. Enke Verlag. Stuttgart. (S. 239-255);table1;[gesis-bib-28568, gesis-solis-00235438, dzi-solit-0109714, csa-sa-9905568];;
1011158;wzb-bib-127346;48167.0;SCHAMP, E. W. (2000): Vernetzte Produktion. Industriegeographie aus institutioneller Perspektive. Darmstadt.;table1;[gesis-solis-00343375, wzb-bib-127346, bszbw-wao-084200162, iab-litdok-K010313F27];;
835174;csa-assia-89095;6089.0;Bull, Martin/Martin Rhodes (1997). Between Crisis and Transition: Italian Politics in the 1990s, in: West European Politics, 1, 113.;table1;[csa-assia-89095, csa-ps-9702818];;
427404;csa-sa-200414442;35790.0;Heineck, G., 2004. Does religion influence the labour supply of married women in Germany?. Journal of Socio-Economics 33(3), 307-328.;table1;[csa-sa-200414442, iab-litdok-K090702P04];;
421569;gesis-solis-00080227;3723.0;Gerstenmaier, J. & Nestmann, F. (1984). Alltagstheorien von Beratung. Westdeutscher Verlag, Opladen;table1;[ubk-opac-LY000775325, gesis-solis-00080227];;
1123344;gesis-bib-82900;11697.0;Bohle, Hans Hartwig, Wilhelm Heitmeyer, Wolfgang Kühnel and Uwe Sander: 1997, ‘Anomie in der modernen Gesellschaft’, in Wilhelm Heitmeyer (ed.), Was treibt die Gesellschaft auseinander? (Suhrkamp, Frankfurt am Main), pp. 29–65.;table1;[gesis-solis-00230945, gesis-bib-82900];;
656454;csa-ps-200211867;24588.0;Thatcher, Mark and Alec Stone Sweet (eds.) (2002) ‘Theory and Practice of Delegation to Non-Majoritarian Institutions’, West European Politics, 25.;table1;[csa-ps-200211867, bszbw-wao-102006547, bszbw-wao-387891471];;
217768;csa-sa-200116777;22643.0;Bourdieu, P. (2001) Masculine Domination. Cambridge: Polity Press.;table1;null;;
121540;gesis-solis-00209718;34598.0;Wollmann, H. (1996): Verwaltungsmodernisierung: Ausgangsbedingungen, Reformanläufe und aktuelle Modernisierungsdiskurse. In: Reichard, C./ders. (Hg.): Kommunalverwaltung im Modernisierungsschub? Basel u.a.: 1-49.;table1;null;;
